/app/Repos/pandas/scripts/bench_join.py,41,49,do_outer_join,None,[a:Any;b:Any;av:Any;bv:Any],/app/Repos/pandas/scripts/bench_join.py,49,56,do_inner_join,None,[a:Any;b:Any;av:Any;bv:Any],76
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,315,323,test_encodeNoneConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,323,331,test_encodeTrueConversion,None,[self:Any],79
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,173,187,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,323,331,test_encodeTrueConversion,None,[self:Any],25,85
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,230,240,test_encodeUnicodeSurrogatePair,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,240,250,test_encodeUnicode4BytesUTF8,None,[self:Any],73
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,209,216,test_encodeUnicodeConversion1,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,240,250,test_encodeUnicode4BytesUTF8,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,223,230,test_encodeUnicodeConversion2,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,240,250,test_encodeUnicode4BytesUTF8,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,198,206,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,271,279,test_encodeIntConversion,None,[self:Any],54,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,261,271,test_encodeArrayInArray,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,271,279,test_encodeIntConversion,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,198,206,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,299,307,test_encodeListConversion,None,[self:Any],45,80
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,287,299,test_encodeLongNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,323,331,test_encodeTrueConversion,None,[self:Any],62,92
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,198,206,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,315,323,test_encodeNoneConversion,None,[self:Any],54,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,261,271,test_encodeArrayInArray,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,315,323,test_encodeNoneConversion,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,271,279,test_encodeIntConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,315,323,test_encodeNoneConversion,None,[self:Any],79
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,279,287,test_encodeIntNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,315,323,test_encodeNoneConversion,None,[self:Any],79
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,173,187,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,198,206,test_encodeStringConversion,None,[self:Any],27,84
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,271,279,test_encodeIntConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,279,287,test_encodeIntNegConversion,None,[self:Any],91
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,261,271,test_encodeArrayInArray,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,299,307,test_encodeListConversion,None,[self:Any],66,85
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,173,187,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,271,279,test_encodeIntConversion,None,[self:Any],25,85
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,198,206,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,279,287,test_encodeIntNegConversion,None,[self:Any],54,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,261,271,test_encodeArrayInArray,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,279,287,test_encodeIntNegConversion,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,271,279,test_encodeIntConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,299,307,test_encodeListConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,198,206,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,665,675,test_encodeListLongConversion,None,[self:Any],45,80
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,173,187,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,279,287,test_encodeIntNegConversion,None,[self:Any],25,85
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,279,287,test_encodeIntNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,299,307,test_encodeListConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,261,271,test_encodeArrayInArray,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,665,675,test_encodeListLongConversion,None,[self:Any],59,80
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,338,346,test_encodeDatetimeConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,346,357,test_encodeDateConversion,None,[self:Any],50,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,665,675,test_encodeListLongConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],45,78
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,198,206,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],54,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,261,271,test_encodeArrayInArray,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,271,279,test_encodeIntConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],79
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,279,287,test_encodeIntNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],79
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,299,307,test_encodeListConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,173,187,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,287,299,test_encodeLongNegConversion,None,[self:Any],18,80
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,299,307,test_encodeListConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,315,323,test_encodeNoneConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,271,279,test_encodeIntConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,665,675,test_encodeListLongConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,307,315,test_encodeDictConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],45,82
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,315,323,test_encodeNoneConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],79
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,323,331,test_encodeTrueConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],79
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,331,338,test_encodeFalseConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],78
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,645,661,test_encodeNullCharacter,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,198,206,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,287,299,test_encodeLongNegConversion,None,[self:Any],36,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,307,315,test_encodeDictConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,315,323,test_encodeNoneConversion,None,[self:Any],45,82
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,279,287,test_encodeIntNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,665,675,test_encodeListLongConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,299,307,test_encodeListConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,665,675,test_encodeListLongConversion,None,[self:Any],70
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,173,187,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],25,85
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,287,299,test_encodeLongNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,675,683,test_encodeLongConversion,None,[self:Any],62,92
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,903,931,testInt,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,940,970,testIntMax,None,[self:Any],49,86
/app/Repos/pandas/pandas/io/tests/test_json_norm.py,19,33,setUp,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json_norm.py,104,133,test_shallow_nested,None,[self:Any],37,73
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1147,1176,testDataFrame,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1176,1197,testDataFrameNumpy,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,970,980,testFloat,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,989,999,testFloatMax,None,[self:Any],20,77
/app/Repos/pandas/pandas/core/common.py,197,227,_isnull_ndarraylike,None,[obj:Any],/app/Repos/pandas/pandas/core/common.py,227,256,_isnull_ndarraylike_old,None,[obj:Any],80
/app/Repos/pandas/pandas/core/common.py,126,142,_isnull_new,None,[obj:Any],/app/Repos/pandas/pandas/core/common.py,142,168,_isnull_old,None,[obj:Any],59,91
/app/Repos/pandas/pandas/core/common.py,366,378,_view_wrapper,None,[f:Any;arr_dtype:Any;out_dtype:Any;fill_wrap:Any],/app/Repos/pandas/pandas/core/common.py,367,375,wrapper,None,[arr:Any;indexer:Any;out:Any;fill_value:Any],100
/app/Repos/pandas/pandas/core/common.py,1175,1199,pad_1d,None,[values:Any;limit:Any;mask:Any],/app/Repos/pandas/pandas/core/common.py,1224,1253,pad_2d,None,[values:Any;limit:Any;mask:Any],50,91
/app/Repos/pandas/pandas/core/common.py,1977,1987,is_datetime64_dtype,None,[arr_or_dtype:Any],/app/Repos/pandas/pandas/core/common.py,1987,1997,is_datetime64_ns_dtype,None,[arr_or_dtype:Any],38,92
/app/Repos/pandas/pandas/tests/test_common.py,501,541,test_1d_fill_nonna,None,[self:Any],/app/Repos/pandas/pandas/tests/test_common.py,502,518,_test_dtype,None,[dtype:Any;fill_value:Any;out_dtype:Any],100
/app/Repos/pandas/pandas/core/common.py,1199,1224,backfill_1d,None,[values:Any;limit:Any;mask:Any],/app/Repos/pandas/pandas/core/common.py,1224,1253,pad_2d,None,[values:Any;limit:Any;mask:Any],50,91
/app/Repos/pandas/pandas/io/tests/test_sql.py,63,83,test_write_row_by_row,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,278,298,test_write_row_by_row,None,[self:Any],65,92
/app/Repos/pandas/pandas/io/tests/test_sql.py,83,98,test_execute,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,278,298,test_write_row_by_row,None,[self:Any],16,75
/app/Repos/pandas/pandas/core/common.py,1958,1968,is_integer_dtype,None,[arr_or_dtype:Any],/app/Repos/pandas/pandas/core/common.py,2012,2020,is_numeric_dtype,None,[arr_or_dtype:Any],59,87
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,315,323,test_encodeNoneConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,665,675,test_encodeListLongConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,323,331,test_encodeTrueConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,665,675,test_encodeListLongConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/tests/test_common.py,300,309,test_difference,None,[],/app/Repos/pandas/pandas/tests/test_common.py,309,318,test_intersection,None,[],55,81
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,331,338,test_encodeFalseConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,665,675,test_encodeListLongConversion,None,[self:Any],43,74
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,261,271,test_encodeArrayInArray,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,287,299,test_encodeLongNegConversion,None,[self:Any],43,72
/app/Repos/pandas/pandas/util/counter.py,223,242,__add__,None,[self:Any;other:Any],/app/Repos/pandas/pandas/util/counter.py,242,261,__sub__,None,[self:Any;other:Any],82
/app/Repos/pandas/pandas/core/common.py,1977,1987,is_datetime64_dtype,None,[arr_or_dtype:Any],/app/Repos/pandas/pandas/core/common.py,1997,2007,is_timedelta64_dtype,None,[arr_or_dtype:Any],88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,271,279,test_encodeIntConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,287,299,test_encodeLongNegConversion,None,[self:Any],62,92
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,279,287,test_encodeIntNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,287,299,test_encodeLongNegConversion,None,[self:Any],62,92
/app/Repos/pandas/pandas/core/common.py,1987,1997,is_datetime64_ns_dtype,None,[arr_or_dtype:Any],/app/Repos/pandas/pandas/core/common.py,1997,2007,is_timedelta64_dtype,None,[arr_or_dtype:Any],38,92
/app/Repos/pandas/pandas/tools/tests/test_merge.py,233,242,test_join_on_fails_with_different_right_index,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,251,260,test_join_on_fails_with_different_column_counts,None,[self:Any],85
/app/Repos/pandas/pandas/core/common.py,2366,2383,in_qtconsole,None,[],/app/Repos/pandas/pandas/core/common.py,2383,2400,in_ipnb,None,[],73
/app/Repos/pandas/pandas/core/common.py,2491,2566,pprint_thing,None,[thing:Any;_nest_lvl:Any;escape_chars:Any;default_escapes:Any;quote_strings:Any],/app/Repos/pandas/pandas/core/common.py,2517,2545,as_escaped_unicode,None,[thing:Any;escape_chars:Any],100
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,209,216,test_encodeUnicodeConversion1,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,230,240,test_encodeUnicodeSurrogatePair,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,223,230,test_encodeUnicodeConversion2,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,230,240,test_encodeUnicodeSurrogatePair,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,814,823,test_encodeBigEscape,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,823,833,test_decodeBigEscape,None,[self:Any],52,92
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,299,307,test_encodeListConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,307,315,test_encodeDictConversion,None,[self:Any],46,82
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,173,187,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,315,323,test_encodeNoneConversion,None,[self:Any],25,85
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,198,206,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,307,315,test_encodeDictConversion,None,[self:Any],50,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,287,299,test_encodeLongNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,315,323,test_encodeNoneConversion,None,[self:Any],62,92
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,931,940,testIntArray,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,980,989,testFloatArray,None,[self:Any],31,73
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,223,230,test_encodeUnicodeConversion2,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,401,409,test_encodeToUTF8,None,[self:Any],45,95
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,271,279,test_encodeIntConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,307,315,test_encodeDictConversion,None,[self:Any],45,82
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,209,216,test_encodeUnicodeConversion1,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,401,409,test_encodeToUTF8,None,[self:Any],35,91
/app/Repos/pandas/pandas/tests/test_common.py,465,501,test_1d_with_out,None,[self:Any],/app/Repos/pandas/pandas/tests/test_common.py,636,691,test_3d_with_out,None,[self:Any],51,90
/app/Repos/pandas/pandas/tests/test_common.py,541,587,test_2d_with_out,None,[self:Any],/app/Repos/pandas/pandas/tests/test_common.py,636,691,test_3d_with_out,None,[self:Any],76
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,230,240,test_encodeUnicodeSurrogatePair,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,401,409,test_encodeToUTF8,None,[self:Any],26,83
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,279,287,test_encodeIntNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,307,315,test_encodeDictConversion,None,[self:Any],45,82
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,240,250,test_encodeUnicode4BytesUTF8,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,401,409,test_encodeToUTF8,None,[self:Any],26,83
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1147,1176,testDataFrame,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1222,1241,testDataFrameNumpyLabelled,None,[self:Any],54,84
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,250,261,test_encodeUnicode4BytesUTF8Highest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,401,409,test_encodeToUTF8,None,[self:Any],26,83
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,173,187,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,307,315,test_encodeDictConversion,None,[self:Any],28,71
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1176,1197,testDataFrameNumpy,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1222,1241,testDataFrameNumpyLabelled,None,[self:Any],51,86
/app/Repos/pandas/pandas/io/tests/test_json_norm.py,44,63,test_simple_normalize,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json_norm.py,148,167,test_record_prefix,None,[self:Any],73
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,746,752,test_loadFile,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,752,765,test_loadFileLikeObject,None,[self:Any],47,83
/app/Repos/pandas/pandas/io/tests/test_json_norm.py,178,189,test_one_level_deep_flattens,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json_norm.py,189,205,test_nested_flattens,None,[self:Any],65,96
/app/Repos/pandas/pandas/tools/tests/test_merge.py,72,96,test_cython_left_outer_join,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,122,146,test_cython_inner_join,None,[self:Any],81
/app/Repos/pandas/pandas/tests/test_common.py,466,488,_test_dtype,None,[dtype:Any;can_hold_na:Any],/app/Repos/pandas/pandas/tests/test_common.py,542,574,_test_dtype,None,[dtype:Any;can_hold_na:Any],23,85
/app/Repos/pandas/pandas/tests/test_common.py,541,587,test_2d_with_out,None,[self:Any],/app/Repos/pandas/pandas/tests/test_common.py,542,574,_test_dtype,None,[dtype:Any;can_hold_na:Any],100
/app/Repos/pandas/pandas/tools/tests/test_merge.py,96,122,test_cython_right_outer_join,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,122,146,test_cython_inner_join,None,[self:Any],63,85
/app/Repos/pandas/pandas/tests/test_common.py,466,488,_test_dtype,None,[dtype:Any;can_hold_na:Any],/app/Repos/pandas/pandas/tests/test_common.py,636,691,test_3d_with_out,None,[self:Any],23,86
/app/Repos/pandas/pandas/core/common.py,1846,1855,union,None,[*seqs:Any],/app/Repos/pandas/pandas/core/common.py,1859,1868,intersection,None,[*seqs:Any],76
/app/Repos/pandas/pandas/util/counter.py,131,167,update,None,[self:Any;iterable:Any;**kwds:Any],/app/Repos/pandas/pandas/util/counter.py,167,194,subtract,None,[self:Any;iterable:Any;**kwds:Any],28,85
/app/Repos/pandas/pandas/util/counter.py,223,242,__add__,None,[self:Any;other:Any],/app/Repos/pandas/pandas/util/counter.py,261,281,__or__,None,[self:Any;other:Any],71
/app/Repos/pandas/pandas/io/tests/test_sql.py,186,204,test_tquery,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,204,222,test_uquery,None,[self:Any],50,80
/app/Repos/pandas/pandas/core/common.py,1175,1199,pad_1d,None,[values:Any;limit:Any;mask:Any],/app/Repos/pandas/pandas/core/common.py,1253,1282,backfill_2d,None,[values:Any;limit:Any;mask:Any],50,91
/app/Repos/pandas/pandas/util/counter.py,242,261,__sub__,None,[self:Any;other:Any],/app/Repos/pandas/pandas/util/counter.py,261,281,__or__,None,[self:Any;other:Any],63,90
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1197,1222,testDataFrameNested,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1285,1311,testSeriesNested,None,[self:Any],24,70
/app/Repos/pandas/pandas/tests/test_common.py,542,574,_test_dtype,None,[dtype:Any;can_hold_na:Any],/app/Repos/pandas/pandas/tests/test_common.py,636,691,test_3d_with_out,None,[self:Any],68,100
/app/Repos/pandas/pandas/io/tests/test_sql.py,278,298,test_write_row_by_row,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,298,318,test_execute,None,[self:Any],29,72
/app/Repos/pandas/pandas/tools/tests/test_merge.py,146,154,test_left_outer_join,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,162,170,test_full_outer_join,None,[self:Any],46,91
/app/Repos/pandas/pandas/core/common.py,1199,1224,backfill_1d,None,[values:Any;limit:Any;mask:Any],/app/Repos/pandas/pandas/core/common.py,1253,1282,backfill_2d,None,[values:Any;limit:Any;mask:Any],50,91
/app/Repos/pandas/pandas/core/common.py,366,378,_view_wrapper,None,[f:Any;arr_dtype:Any;out_dtype:Any;fill_wrap:Any],/app/Repos/pandas/pandas/core/common.py,378,385,_convert_wrapper,None,[f:Any;conv_dtype:Any],40,83
/app/Repos/pandas/pandas/io/tests/test_sql.py,114,138,test_execute_fail,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,429,454,test_tquery,None,[self:Any],14,71
/app/Repos/pandas/pandas/core/common.py,781,812,_coerce_to_dtypes,None,[result:Any;dtypes:Any],/app/Repos/pandas/pandas/core/common.py,790,809,conv,None,[r:Any;dtype:Any],100
/app/Repos/pandas/pandas/tools/tests/test_merge.py,154,162,test_right_outer_join,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,162,170,test_full_outer_join,None,[self:Any],50,87
/app/Repos/pandas/pandas/io/tests/test_sql.py,138,160,test_execute_closed_connection,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,429,454,test_tquery,None,[self:Any],14,76
/app/Repos/pandas/pandas/core/common.py,1224,1253,pad_2d,None,[values:Any;limit:Any;mask:Any],/app/Repos/pandas/pandas/core/common.py,1253,1282,backfill_2d,None,[values:Any;limit:Any;mask:Any],63,92
/app/Repos/pandas/pandas/io/tests/test_sql.py,83,98,test_execute,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,298,318,test_execute,None,[self:Any],58,96
/app/Repos/pandas/pandas/io/tests/test_html.py,184,190,test_skiprows_xrange,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_html.py,224,231,test_skiprows_ndarray,None,[self:Any],31,76
/app/Repos/pandas/pandas/io/tests/test_html.py,190,196,test_skiprows_list,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_html.py,224,231,test_skiprows_ndarray,None,[self:Any],40,87
/app/Repos/pandas/pandas/io/tests/test_sql.py,364,389,test_execute_closed_connection,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,429,454,test_tquery,None,[self:Any],15,70
/app/Repos/pandas/pandas/io/tests/test_sql.py,114,138,test_execute_fail,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,337,364,test_execute_fail,None,[self:Any],80
/app/Repos/pandas/pandas/io/tests/test_html.py,196,203,test_skiprows_set,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_html.py,224,231,test_skiprows_ndarray,None,[self:Any],36,80
/app/Repos/pandas/pandas/io/tests/test_sql.py,429,454,test_tquery,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,454,479,test_uquery,None,[self:Any],65,85
/app/Repos/pandas/pandas/io/tests/test_html.py,209,216,test_skiprows_slice_short,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_html.py,224,231,test_skiprows_ndarray,None,[self:Any],40,87
/app/Repos/pandas/pandas/io/tests/test_sql.py,138,160,test_execute_closed_connection,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,337,364,test_execute_fail,None,[self:Any],38,84
