/app/Repos/pandas/scripts/json_manip.py,176,239,denorm,None,[queries:Any;iterable_of_things:Any;default:Any],/app/Repos/pandas/scripts/json_manip.py,204,236,_denorm,None,[queries:Any;thing:Any],100
/app/Repos/pandas/pandas/tools/tests/test_merge.py,1487,1523,test_concat_keys_and_levels,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,1523,1534,test_concat_keys_levels_no_overlap,None,[self:Any],15,72
/app/Repos/pandas/pandas/io/tests/test_json_norm.py,44,63,test_simple_normalize,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json_norm.py,148,167,test_record_prefix,None,[self:Any],73
/app/Repos/pandas/pandas/tools/tests/test_merge.py,2067,2075,test_basic,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,2075,2083,test_ffill,None,[self:Any],36,86
/app/Repos/pandas/pandas/tools/tests/test_merge.py,1832,1857,test_panel_concat_buglet,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,1834,1844,make_panel,None,[],100
/app/Repos/pandas/pandas/core/indexing.py,710,730,_convert_for_reindex,None,[self:Any;key:Any;axis:Any],/app/Repos/pandas/pandas/core/indexing.py,866,964,_getitem_iterable,None,[self:Any;key:Any;axis:Any],34,80
/app/Repos/pandas/pandas/io/tests/test_stata.py,286,305,test_read_write_dta11,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_stata.py,305,334,test_read_write_dta12,None,[self:Any],67,85
/app/Repos/pandas/pandas/io/pytables.py,672,688,select_as_coordinates,None,[self:Any;key:Any;where:Any;start:Any;stop:Any;**kwargs:Any],/app/Repos/pandas/pandas/io/pytables.py,826,876,remove,None,[self:Any;key:Any;where:Any;start:Any;stop:Any],28,79
/app/Repos/pandas/pandas/core/common.py,410,422,_view_wrapper,None,[f:Any;arr_dtype:Any;out_dtype:Any;fill_wrap:Any],/app/Repos/pandas/pandas/core/common.py,422,429,_convert_wrapper,None,[f:Any;conv_dtype:Any],40,83
/app/Repos/pandas/pandas/core/indexing.py,1098,1117,_has_valid_type,None,[self:Any;key:Any;axis:Any],/app/Repos/pandas/pandas/core/indexing.py,1233,1260,_getitem_axis,None,[self:Any;key:Any;axis:Any;validate_iterable:Any],16,79
/app/Repos/pandas/pandas/io/tests/test_stata.py,27,72,setUp,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_cparser.py,36,42,setUp,None,[self:Any],20,80
/app/Repos/pandas/pandas/tools/tests/test_merge.py,72,96,test_cython_left_outer_join,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,96,122,test_cython_right_outer_join,None,[self:Any],63,85
/app/Repos/pandas/pandas/tools/tests/test_merge.py,146,154,test_left_outer_join,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,170,178,test_inner_join,None,[self:Any],46,91
/app/Repos/pandas/pandas/tools/tests/test_merge.py,154,162,test_right_outer_join,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,170,178,test_inner_join,None,[self:Any],50,87
/app/Repos/pandas/pandas/tools/tests/test_merge.py,162,170,test_full_outer_join,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,170,178,test_inner_join,None,[self:Any],50,87
/app/Repos/pandas/pandas/io/tests/test_sql.py,181,194,_to_sql_fail,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,213,234,_to_sql_append,None,[self:Any],46,74
/app/Repos/pandas/pandas/io/tests/test_sql.py,194,213,_to_sql_replace,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,213,234,_to_sql_append,None,[self:Any],71
/app/Repos/pandas/pandas/core/common.py,410,422,_view_wrapper,None,[f:Any;arr_dtype:Any;out_dtype:Any;fill_wrap:Any],/app/Repos/pandas/pandas/core/common.py,411,419,wrapper,None,[arr:Any;indexer:Any;out:Any;fill_value:Any],100
/app/Repos/pandas/pandas/tests/test_algos.py,14,35,test_ints,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,35,47,test_strings,None,[self:Any],30,77
/app/Repos/pandas/pandas/tools/tests/test_merge.py,948,975,test_join_multi_dtypes,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,951,971,_test,None,[dtype1:Any;dtype2:Any],100
/app/Repos/pandas/pandas/io/pytables.py,623,672,select,None,[self:Any;key:Any;where:Any;start:Any;stop:Any;columns:Any;iterator:Any;chunksize:Any;auto_close:Any;**kwargs:Any],/app/Repos/pandas/pandas/io/pytables.py,672,688,select_as_coordinates,None,[self:Any;key:Any;where:Any;start:Any;stop:Any;**kwargs:Any],20,75
/app/Repos/pandas/pandas/tools/tests/test_merge.py,907,948,test_left_join_index_preserve_order,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,951,971,_test,None,[dtype1:Any;dtype2:Any],53,78
/app/Repos/pandas/pandas/core/common.py,610,689,take_nd,None,[arr:Any;indexer:Any;axis:Any;out:Any;fill_value:Any;mask_info:Any;allow_fill:Any],/app/Repos/pandas/pandas/core/common.py,692,758,take_2d_multi,None,[arr:Any;indexer:Any;out:Any;fill_value:Any;mask_info:Any;allow_fill:Any],39,74
/app/Repos/pandas/pandas/tools/tests/test_merge.py,1805,1832,test_panel_concat_other_axes,None,[self:Any],/app/Repos/pandas/pandas/tools/tests/test_merge.py,1857,1872,test_panel4d_concat,None,[self:Any],18,71
/app/Repos/pandas/pandas/io/tests/test_json_norm.py,19,33,setUp,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json_norm.py,104,133,test_shallow_nested,None,[self:Any],37,73
/app/Repos/pandas/pandas/io/tests/test_sql.py,309,324,test_to_sql_replace,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,324,340,test_to_sql_append,None,[self:Any],32,87
/app/Repos/pandas/pandas/core/common.py,132,148,_isnull_new,None,[obj:Any],/app/Repos/pandas/pandas/core/common.py,148,173,_isnull_old,None,[obj:Any],57,91
/app/Repos/pandas/pandas/core/common.py,825,856,_coerce_to_dtypes,None,[result:Any;dtypes:Any],/app/Repos/pandas/pandas/core/common.py,834,853,conv,None,[r:Any;dtype:Any],100
/app/Repos/pandas/pandas/core/daterange.py,18,35,__new__,None,[cls:Any;start:Any;end:Any;periods:Any;offset:Any;time_rule:Any;tzinfo:Any;name:Any;**kwds:Any],/app/Repos/pandas/pandas/tseries/period.py,1315,1338,period_range,None,[start:Any;end:Any;periods:Any;freq:Any;name:Any],23,76
/app/Repos/pandas/pandas/tools/tests/test_merge.py,1266,1274,test_append_length0_frame,None,[self:Any],/app/Repos/pandas/pandas/tests/test_indexing.py,2429,2587,test_partial_set_empty,None,[self:Any],11,75
/app/Repos/pandas/pandas/core/frame.py,3618,3659,_join_compat,None,[self:Any;other:Any;on:Any;how:Any;lsuffix:Any;rsuffix:Any;sort:Any],/app/Repos/pandas/pandas/sparse/frame.py,605,612,_join_compat,None,[self:Any;other:Any;on:Any;how:Any;lsuffix:Any;rsuffix:Any;sort:Any],46,80
/app/Repos/pandas/pandas/core/generic.py,2072,2194,fillna,None,[self:Any;value:Any;method:Any;axis:Any;inplace:Any;limit:Any;downcast:Any],/app/Repos/pandas/pandas/sparse/frame.py,283,302,fillna,None,[self:Any;value:Any;method:Any;axis:Any;inplace:Any;limit:Any;downcast:Any],19,73
/app/Repos/pandas/pandas/core/generic.py,2194,2199,ffill,None,[self:Any;axis:Any;inplace:Any;limit:Any;downcast:Any],/app/Repos/pandas/pandas/sparse/frame.py,283,302,fillna,None,[self:Any;value:Any;method:Any;axis:Any;inplace:Any;limit:Any;downcast:Any],38,84
/app/Repos/pandas/pandas/core/generic.py,2199,2204,bfill,None,[self:Any;axis:Any;inplace:Any;limit:Any;downcast:Any],/app/Repos/pandas/pandas/sparse/frame.py,283,302,fillna,None,[self:Any;value:Any;method:Any;axis:Any;inplace:Any;limit:Any;downcast:Any],38,84
/app/Repos/pandas/pandas/core/generic.py,1210,1352,xs,None,[self:Any;key:Any;axis:Any;level:Any;copy:Any;drop_level:Any],/app/Repos/pandas/pandas/sparse/frame.py,392,416,xs,None,[self:Any;key:Any;axis:Any;copy:Any],13,76
/app/Repos/pandas/pandas/io/tests/test_json/test_pandas.py,31,52,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_series.py,327,342,setUp,None,[self:Any],48,71
/app/Repos/pandas/pandas/io/tests/test_sql.py,234,246,_roundtrip,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,348,363,test_roundtrip,None,[self:Any],29,74
/app/Repos/pandas/pandas/tools/tests/test_merge.py,446,457,test_join_hierarchical_mixed,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,3941,3950,test_from_records_duplicates,None,[self:Any],28,74
/app/Repos/pandas/pandas/tools/tests/test_merge.py,1942,1949,test_concat_single_with_key,None,[self:Any],/app/Repos/pandas/pandas/tests/test_frame.py,8424,8466,test_reindex_fill_value,None,[self:Any],21,70
/app/Repos/pandas/pandas/tools/tests/test_merge.py,850,869,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_groupby.py,55,98,setUp,None,[self:Any],40,70
/app/Repos/pandas/pandas/core/common.py,1375,1463,interpolate_1d,None,[xvalues:Any;yvalues:Any;method:Any;limit:Any;fill_value:Any;bounds_error:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/common.py,1401,1408,_interp_limit,None,[invalid:Any;limit:Any],100
/app/Repos/pandas/pandas/io/pytables.py,1854,1861,set_atom_datetime64,None,[self:Any;block:Any;values:Any],/app/Repos/pandas/pandas/io/pytables.py,1864,1871,set_atom_timedelta64,None,[self:Any;block:Any;values:Any],47,85
/app/Repos/pandas/pandas/core/common.py,1587,1651,_possibly_convert_objects,None,[values:Any;convert_dates:Any;convert_numeric:Any;convert_timedeltas:Any],/app/Repos/pandas/pandas/core/common.py,1663,1676,_possibly_convert_platform,None,[values:Any],13,75
/app/Repos/pandas/pandas/tests/test_base.py,184,189,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_base.py,201,207,setUp,None,[self:Any],34,90
/app/Repos/pandas/pandas/core/common.py,2111,2121,is_datetime64_dtype,None,[arr_or_dtype:Any],/app/Repos/pandas/pandas/core/common.py,2121,2131,is_datetime64_ns_dtype,None,[arr_or_dtype:Any],38,92
/app/Repos/pandas/pandas/io/pytables.py,2515,2522,write,None,[self:Any;obj:Any;**kwargs:Any],/app/Repos/pandas/pandas/io/pytables.py,2536,2546,write,None,[self:Any;obj:Any;**kwargs:Any],40,88
/app/Repos/pandas/pandas/core/common.py,2503,2520,in_qtconsole,None,[],/app/Repos/pandas/pandas/core/common.py,2520,2537,in_ipnb,None,[],73
/app/Repos/pandas/pandas/util/decorators.py,132,184,knownfailureif,None,[fail_condition:Any;msg:Any],/app/Repos/pandas/pandas/util/decorators.py,171,183,knownfail_decorator,None,[f:Any],100
/app/Repos/pandas/pandas/io/pytables.py,2385,2394,write_array_empty,None,[self:Any;key:Any;value:Any],/app/Repos/pandas/pandas/io/pytables.py,2398,2470,write_array,None,[self:Any;key:Any;value:Any;items:Any],12,72
/app/Repos/pandas/pandas/io/tests/test_data.py,259,269,test_get_options_data,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,295,305,test_get_put_data,None,[self:Any],36,91
/app/Repos/pandas/pandas/io/tests/test_data.py,54,70,test_google,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,119,130,test_yahoo,None,[self:Any],31,84
/app/Repos/pandas/pandas/io/pytables.py,3290,3346,process_axes,None,[self:Any;obj:Any;columns:Any],/app/Repos/pandas/pandas/io/pytables.py,3307,3342,process_filter,None,[field:Any;filt:Any],100
/app/Repos/pandas/pandas/core/common.py,2092,2102,is_integer_dtype,None,[arr_or_dtype:Any],/app/Repos/pandas/pandas/core/common.py,2146,2154,is_numeric_dtype,None,[arr_or_dtype:Any],59,87
/app/Repos/pandas/pandas/io/tests/test_data.py,275,286,test_get_near_stock_price,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,295,305,test_get_put_data,None,[self:Any],26,82
/app/Repos/pandas/pandas/io/tests/test_data.py,286,295,test_get_call_data,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,295,305,test_get_put_data,None,[self:Any],36,82
/app/Repos/pandas/pandas/io/tests/test_data.py,326,335,test_get_options_data_warning,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,347,356,test_get_call_data_warning,None,[self:Any],64,93
/app/Repos/pandas/pandas/io/tests/test_data.py,239,254,setUpClass,None,[cls:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,306,321,setUpClass,None,[cls:Any],11,80
/app/Repos/pandas/pandas/io/pytables.py,2895,2916,get_attrs,None,[self:Any],/app/Repos/pandas/pandas/io/pytables.py,3922,3934,get_attrs,None,[self:Any],56,82
/app/Repos/pandas/pandas/io/tests/test_data.py,326,335,test_get_options_data_warning,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,356,366,test_get_put_data_warning,None,[self:Any],64,93
/app/Repos/pandas/pandas/io/tests/test_data.py,335,347,test_get_near_stock_price_warning,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,347,356,test_get_call_data_warning,None,[self:Any],56,93
/app/Repos/pandas/pandas/io/tests/test_excel.py,89,108,test_parse_cols_int,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,128,172,test_parse_cols_str,None,[self:Any],80
/app/Repos/pandas/pandas/io/tests/test_excel.py,108,128,test_parse_cols_list,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,128,172,test_parse_cols_str,None,[self:Any],78
/app/Repos/pandas/pandas/io/tests/test_data.py,335,347,test_get_near_stock_price_warning,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,356,366,test_get_put_data_warning,None,[self:Any],56,93
/app/Repos/pandas/pandas/io/tests/test_data.py,347,356,test_get_call_data_warning,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,356,366,test_get_put_data_warning,None,[self:Any],64,93
/app/Repos/pandas/pandas/io/tests/test_data.py,412,419,test_fred_nan,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,419,432,test_fred_parts,None,[self:Any],32,72
/app/Repos/pandas/pandas/io/tests/test_excel.py,71,82,setUp,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_cparser.py,36,42,setUp,None,[self:Any],100
/app/Repos/pandas/pandas/io/tests/test_cparser.py,75,88,test_skipinitialspace,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_cparser.py,96,106,test_delimit_whitespace,None,[self:Any],57,90
/app/Repos/pandas/pandas/io/tests/test_cparser.py,125,135,test_integer_thousands,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_cparser.py,135,145,test_integer_thousands_alt,None,[self:Any],45,84
/app/Repos/pandas/pandas/io/tests/test_cparser.py,115,125,test_euro_decimal,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_cparser.py,135,145,test_integer_thousands_alt,None,[self:Any],13,73
/app/Repos/pandas/pandas/io/tests/test_cparser.py,302,326,test_cr_delimited,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_cparser.py,303,309,_test,None,[text:Any;**kwargs:Any],100
/app/Repos/pandas/pandas/io/tests/test_excel.py,128,172,test_parse_cols_str,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,204,222,check_excel_table_sheet_by_index,None,[self:Any;filename:Any;csvfile:Any],18,71
/app/Repos/pandas/pandas/io/pytables.py,4122,4147,_unconvert_index,None,[data:Any;kind:Any;encoding:Any],/app/Repos/pandas/pandas/io/pytables.py,4147,4160,_unconvert_index_legacy,None,[data:Any;kind:Any;legacy:Any;encoding:Any],44,85
/app/Repos/pandas/pandas/io/tests/test_excel.py,128,172,test_parse_cols_str,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,228,246,test_excel_table,None,[self:Any],36,85
/app/Repos/pandas/pandas/io/tests/test_excel.py,457,466,test_mixed,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,747,766,test_to_excel_multiindex_dates,None,[self:Any],28,86
/app/Repos/pandas/pandas/io/tests/test_excel.py,172,180,test_excel_stop_iterator,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,180,188,test_excel_cell_error_na,None,[self:Any],31,84
/app/Repos/pandas/pandas/io/tests/test_excel.py,466,477,test_tsframe,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,747,766,test_to_excel_multiindex_dates,None,[self:Any],20,75
/app/Repos/pandas/pandas/io/tests/test_sql.py,579,592,setUp,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,704,718,setUp,None,[self:Any],13,73
/app/Repos/pandas/pandas/io/tests/test_excel.py,204,222,check_excel_table_sheet_by_index,None,[self:Any;filename:Any;csvfile:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,228,246,test_excel_table,None,[self:Any],60,89
/app/Repos/pandas/pandas/io/tests/test_excel.py,246,261,test_excel_read_buffer,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,301,313,test_reader_closes_file,None,[self:Any],38,73
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,54,61,helper,None,[expected_output:Any;**encode_kwargs:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,158,167,test_encodeArrayOfNestedArrays,None,[self:Any],28,72
/app/Repos/pandas/pandas/io/tests/test_excel.py,413,457,test_roundtrip,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,477,486,test_basics_with_nan,None,[self:Any],94
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,158,167,test_encodeArrayOfNestedArrays,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,263,273,test_encodeArrayInArray,None,[self:Any],38,77
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,167,175,test_encodeArrayOfDoubles,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,263,273,test_encodeArrayInArray,None,[self:Any],63,82
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,200,208,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,263,273,test_encodeArrayInArray,None,[self:Any],50,88
/app/Repos/pandas/pandas/core/common.py,976,1051,_maybe_upcast_putmask,None,[result:Any;mask:Any;other:Any;dtype:Any;change:Any],/app/Repos/pandas/pandas/core/common.py,987,1027,changeit,None,[],100
/app/Repos/pandas/pandas/io/tests/test_excel.py,457,466,test_mixed,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,486,509,test_int_types,None,[self:Any],32,75
/app/Repos/pandas/pandas/io/tests/test_excel.py,466,477,test_tsframe,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,486,509,test_int_types,None,[self:Any],32,75
/app/Repos/pandas/pandas/core/common.py,1250,1275,pad_1d,None,[values:Any;limit:Any;mask:Any;dtype:Any],/app/Repos/pandas/pandas/core/common.py,1275,1301,backfill_1d,None,[values:Any;limit:Any;mask:Any;dtype:Any],65,92
/app/Repos/pandas/pandas/io/pytables.py,1545,1553,validate_attr,None,[self:Any;append:Any],/app/Repos/pandas/pandas/io/pytables.py,1880,1895,validate_attr,None,[self:Any;append:Any],12,71
/app/Repos/pandas/pandas/core/common.py,1250,1275,pad_1d,None,[values:Any;limit:Any;mask:Any;dtype:Any],/app/Repos/pandas/pandas/core/common.py,1331,1361,backfill_2d,None,[values:Any;limit:Any;mask:Any;dtype:Any],57,92
/app/Repos/pandas/pandas/core/common.py,1984,1993,union,None,[*seqs:Any],/app/Repos/pandas/pandas/core/common.py,1997,2006,intersection,None,[*seqs:Any],76
/app/Repos/pandas/pandas/core/common.py,1250,1275,pad_1d,None,[values:Any;limit:Any;mask:Any;dtype:Any],/app/Repos/pandas/pandas/core/common.py,1301,1331,pad_2d,None,[values:Any;limit:Any;mask:Any;dtype:Any],57,92
/app/Repos/pandas/pandas/io/tests/test_excel.py,457,466,test_mixed,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,533,558,test_sheets,None,[self:Any],52,89
/app/Repos/pandas/pandas/io/tests/test_excel.py,477,486,test_basics_with_nan,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,533,558,test_sheets,None,[self:Any],94
/app/Repos/pandas/pandas/io/pytables.py,2550,2563,read,None,[self:Any;**kwargs:Any],/app/Repos/pandas/pandas/io/pytables.py,2583,2596,read,None,[self:Any;**kwargs:Any],25,75
/app/Repos/pandas/pandas/io/tests/test_excel.py,466,477,test_tsframe,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,533,558,test_sheets,None,[self:Any],20,75
/app/Repos/pandas/pandas/core/common.py,1275,1301,backfill_1d,None,[values:Any;limit:Any;mask:Any;dtype:Any],/app/Repos/pandas/pandas/core/common.py,1331,1361,backfill_2d,None,[values:Any;limit:Any;mask:Any;dtype:Any],57,92
/app/Repos/pandas/pandas/core/common.py,1275,1301,backfill_1d,None,[values:Any;limit:Any;mask:Any;dtype:Any],/app/Repos/pandas/pandas/core/common.py,1301,1331,pad_2d,None,[values:Any;limit:Any;mask:Any;dtype:Any],57,92
/app/Repos/pandas/pandas/tests/test_base.py,201,207,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_base.py,214,220,setUp,None,[self:Any],83
/app/Repos/pandas/pandas/io/tests/test_excel.py,457,466,test_mixed,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,558,578,test_colaliases,None,[self:Any],24,79
/app/Repos/pandas/pandas/io/tests/test_excel.py,477,486,test_basics_with_nan,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,558,578,test_colaliases,None,[self:Any],94
/app/Repos/pandas/pandas/io/tests/test_data.py,82,95,test_get_multi1,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,194,208,test_get_data_multiple_symbols,None,[self:Any],31,75
/app/Repos/pandas/pandas/tests/test_base.py,184,189,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_base.py,214,220,setUp,None,[self:Any],34,90
/app/Repos/pandas/pandas/io/tests/test_excel.py,128,172,test_parse_cols_str,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,280,301,test_xlsx_table,None,[self:Any],27,78
/app/Repos/pandas/pandas/io/tests/test_excel.py,533,558,test_sheets,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,558,578,test_colaliases,None,[self:Any],50,73
/app/Repos/pandas/pandas/core/common.py,1301,1331,pad_2d,None,[values:Any;limit:Any;mask:Any;dtype:Any],/app/Repos/pandas/pandas/core/common.py,1331,1361,backfill_2d,None,[values:Any;limit:Any;mask:Any;dtype:Any],68,93
/app/Repos/pandas/pandas/io/tests/test_data.py,259,269,test_get_options_data,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,286,295,test_get_call_data,None,[self:Any],47,91
/app/Repos/pandas/pandas/io/tests/test_data.py,275,286,test_get_near_stock_price,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,286,295,test_get_call_data,None,[self:Any],26,82
/app/Repos/pandas/pandas/io/tests/test_excel.py,457,466,test_mixed,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,725,747,test_to_excel_multiindex,None,[self:Any],12,79
/app/Repos/pandas/pandas/core/common.py,2111,2121,is_datetime64_dtype,None,[arr_or_dtype:Any],/app/Repos/pandas/pandas/core/common.py,2131,2141,is_timedelta64_dtype,None,[arr_or_dtype:Any],88
/app/Repos/pandas/pandas/io/tests/test_data.py,326,335,test_get_options_data_warning,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,335,347,test_get_near_stock_price_warning,None,[self:Any],56,93
/app/Repos/pandas/pandas/core/common.py,2121,2131,is_datetime64_ns_dtype,None,[arr_or_dtype:Any],/app/Repos/pandas/pandas/core/common.py,2131,2141,is_timedelta64_dtype,None,[arr_or_dtype:Any],38,92
/app/Repos/pandas/pandas/core/common.py,2394,2413,writerow,None,[self:Any;row:Any],/app/Repos/pandas/pandas/core/common.py,2413,2434,writerows,None,[self:Any;rows:Any],68,95
/app/Repos/pandas/pandas/core/common.py,2628,2703,pprint_thing,None,[thing:Any;_nest_lvl:Any;escape_chars:Any;default_escapes:Any;quote_strings:Any],/app/Repos/pandas/pandas/core/common.py,2654,2682,as_escaped_unicode,None,[thing:Any;escape_chars:Any],100
/app/Repos/pandas/pandas/io/tests/test_excel.py,660,674,test_excel_roundtrip_datetime,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,747,766,test_to_excel_multiindex_dates,None,[self:Any],28,72
/app/Repos/pandas/pandas/io/tests/test_sql.py,376,412,test_date_parsing,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,523,557,test_date_parsing,None,[self:Any],47,77
/app/Repos/pandas/pandas/io/tests/test_data.py,259,269,test_get_options_data,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,275,286,test_get_near_stock_price,None,[self:Any],29,78
/app/Repos/pandas/pandas/io/tests/test_sql.py,412,428,test_date_and_index,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,523,557,test_date_parsing,None,[self:Any],24,75
/app/Repos/pandas/pandas/io/ga.py,245,305,get_data,None,[self:Any;metrics:Any;start_date:Any;end_date:Any;dimensions:Any;segment:Any;filters:Any;start_index:Any;max_results:Any;index_col:Any;parse_dates:Any;keep_date_col:Any;date_parser:Any;na_values:Any;converters:Any;sort:Any;dayfirst:Any;account_name:Any;account_id:Any;property_name:Any;property_id:Any;profile_name:Any;profile_id:Any;chunksize:Any],/app/Repos/pandas/pandas/io/ga.py,272,294,_read,None,[start:Any;result_size:Any],100
/app/Repos/pandas/pandas/tseries/timedeltas.py,17,64,to_timedelta,None,[arg:Any;box:Any;unit:Any],/app/Repos/pandas/pandas/tseries/timedeltas.py,35,52,_convert_listlike,None,[arg:Any;box:Any],100
/app/Repos/pandas/pandas/io/tests/test_data.py,119,130,test_yahoo,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,397,412,test_fred,None,[self:Any],31,76
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,158,167,test_encodeArrayOfNestedArrays,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,167,175,test_encodeArrayOfDoubles,None,[self:Any],46,79
/app/Repos/pandas/pandas/io/tests/test_cparser.py,115,125,test_euro_decimal,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_cparser.py,125,135,test_integer_thousands,None,[self:Any],27,80
/app/Repos/pandas/pandas/io/tests/test_sql.py,498,515,test_default_type_conversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,592,610,test_default_type_conversion,None,[self:Any],87
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,54,61,helper,None,[expected_output:Any;**encode_kwargs:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,167,175,test_encodeArrayOfDoubles,None,[self:Any],28,72
/app/Repos/pandas/pandas/io/tests/test_excel.py,946,1000,test_excel_010_hemstring,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,956,964,roundtrip,None,[df:Any;header:Any;parser_hdr:Any],100
/app/Repos/pandas/pandas/io/tests/test_sql.py,579,592,setUp,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,784,803,setUp,None,[self:Any],81
/app/Repos/pandas/pandas/io/tests/test_sql.py,734,753,setUp,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,784,803,setUp,None,[self:Any],75
